loc_id,continent,country,geo_l3,geo_l4,geo_l5,geo_l6,geo_l7
1338,Europe,Belgium,Assenbroek,NA,NA,NA,NA
1339,Europe,Belgium,Deerlijk,NA,NA,NA,NA
1340,Europe,Belgium,Heppen,NA,NA,NA,NA
1341,Europe,Belgium,Kuurne,NA,NA,NA,NA
1342,Europe,Belgium,Marcinelle,NA,NA,NA,NA
1343,Europe,Belgium,Poperinge,NA,NA,NA,NA
1344,Europe,Belgium,Anzegem,NA,NA,NA,NA
1345,Europe,Belgium,Eisden,NA,NA,NA,NA
1346,Europe,Belgium,Beverst,NA,NA,NA,NA
1347,Europe,Belgium,Antheit,NA,NA,NA,NA
1348,Europe,Belgium,Brugge,NA,NA,NA,NA
1349,Europe,Belgium,Binche,NA,NA,NA,NA
1350,Europe,Belgium,Overpelt,NA,NA,NA,NA
1351,Europe,Belgium,Bevere,NA,NA,NA,NA
1352,Europe,Belgium,Ciney,NA,NA,NA,NA
1353,Europe,Belgium,La Louvi\u00e8re,NA,NA,NA,NA
1354,Europe,Bosnia and Herzegovina,Ilijas,NA,NA,NA,NA
1355,Europe,Belgium,Casteau,NA,NA,NA,NA
1356,Europe,Belgium,Asper,NA,NA,NA,NA
1357,Europe,Belgium,Genk,NA,NA,NA,NA
1358,Europe,Belgium,Maaseik,NA,NA,NA,NA
1359,Europe,Belgium,Bevel,NA,NA,NA,NA
1360,Europe,Belgium,Broechem,NA,NA,NA,NA
1361,Europe,Belgium,Kalken,NA,NA,NA,NA
1362,Europe,Belgium,Bocholt,NA,NA,NA,NA
1363,Europe,Belgium,Lommel,NA,NA,NA,NA
1364,Europe,Bosnia and Herzegovina,Zepce,NA,NA,NA,NA
1365,Europe,Bosnia and Herzegovina,Gornji Vakuf,NA,NA,NA,NA
1366,Europe,Belgium,Beerse,NA,NA,NA,NA
1367,Europe,Bosnia and Herzegovina,KZ Kakanj,NA,NA,NA,NA
1368,Europe,Belgium,Lamine,NA,NA,NA,NA
1369,Europe,Belgium,Torhout,NA,NA,NA,NA
1370,Europe,Belgium,Burdinne,NA,NA,NA,NA
1371,Europe,Belgium,Ans,NA,NA,NA,NA
1372,Europe,Belgium,Mariakerke,NA,NA,NA,NA
1373,Europe,Belgium,Lovendegem,NA,NA,NA,NA
1374,Europe,Belgium,Gentbrugge,NA,NA,NA,NA
1375,Europe,Belgium,Oostmalle,NA,NA,NA,NA
1376,Europe,Belgium,Zoersel,NA,NA,NA,NA
1377,Europe,Belgium,Wijnegem,NA,NA,NA,NA
1378,Europe,Belgium,Balen,NA,NA,NA,NA
1379,Europe,Belgium,Champion,NA,NA,NA,NA
1380,Europe,Belgium,Olen,NA,NA,NA,NA
1381,Europe,Belgium,Laakdal,NA,NA,NA,NA
1382,Europe,Belgium,Brasschaat,NA,NA,NA,NA
1383,Europe,Belgium,Fontaine-Valmont,NA,NA,NA,NA
1384,Europe,Belgium,Ekeren,NA,NA,NA,NA
1385,Europe,Belgium,Buzet,NA,NA,NA,NA
1386,Europe,Belgium,Avelgem,NA,NA,NA,NA
1387,Europe,Belgium,Blaasveld,NA,NA,NA,NA
1388,Europe,Belgium,Ploegsteert,NA,NA,NA,NA
1389,Europe,Belgium,Breendonk,NA,NA,NA,NA
1390,Europe,Belgium,Bornem,NA,NA,NA,NA
1391,Europe,Belgium,Harelbeke,NA,NA,NA,NA
1392,Europe,Bosnia and Herzegovina,DZ Vitez,NA,NA,NA,NA
1393,Europe,Belgium,Waasmont,NA,NA,NA,NA
1394,Europe,Belgium,Lo,NA,NA,NA,NA
1395,Europe,Belgium,Vlamertinge,NA,NA,NA,NA
1396,Europe,Belgium,Ransart,NA,NA,NA,NA
1397,Europe,Belgium,Goutroux,NA,NA,NA,NA
1398,Europe,Belgium,Beuzet,NA,NA,NA,NA
1399,Europe,Belgium,Lippelo,NA,NA,NA,NA
1400,Europe,Belgium,Hamme,NA,NA,NA,NA
1401,Europe,Belgium,Kermt,NA,NA,NA,NA
1402,Europe,Belgium,Deurne,NA,NA,NA,NA
1403,Europe,Belgium,Berg,NA,NA,NA,NA
1404,Europe,Belgium,Sint-Jans-Molenbeek,NA,NA,NA,NA
1405,Europe,Belgium,Bazel,NA,NA,NA,NA
1406,Europe,Belgium,Buggenhout,NA,NA,NA,NA
1407,Europe,Belgium,Basecles,NA,NA,NA,NA
1408,Europe,Belgium,Roucourt,NA,NA,NA,NA
1409,Europe,Belgium,Wezembeek-Oppem,NA,NA,NA,NA
1410,Europe,Belgium,Ere,NA,NA,NA,NA
1411,Europe,Belgium,Lessines,NA,NA,NA,NA
1412,Europe,Bosnia and Herzegovina,Maglaj,NA,NA,NA,NA
1413,Europe,Bosnia and Herzegovina,Cazin,NA,NA,NA,NA
1414,Europe,Belgium,Bullingen,NA,NA,NA,NA
1415,Europe,Belgium,La Calamine,NA,NA,NA,NA
1416,Europe,Belgium,Membach,NA,NA,NA,NA
1417,Europe,Bosnia and Herzegovina,\u010celinac,NA,NA,NA,NA
1418,Europe,Belgium,Bauffe,NA,NA,NA,NA
1419,Europe,Belgium,Ravels,NA,NA,NA,NA
1420,Europe,Belgium,Turnhout,NA,NA,NA,NA
1421,Europe,Belgium,Vorselaar,NA,NA,NA,NA
1422,Europe,Belgium,Grobbendonk,NA,NA,NA,NA
1423,Europe,Belgium,Oud-Turnhout,NA,NA,NA,NA
1424,Europe,Bosnia and Herzegovina,Livno,NA,NA,NA,NA
1425,Europe,Germany,North Rhine-Westphalia,Munster,NA,NA,NA
1426,North America,USA,Connecticut,New Haven County,NA,NA,NA
1427,North America,USA,Connecticut,New Haven County,Branford,NA,NA
1428,North America,USA,Connecticut,New Haven County,Wallingford,NA,NA
1429,North America,USA,Connecticut,New Haven County,Meriden,NA,NA
1430,North America,USA,Connecticut,New Haven County,Madison,NA,NA
1431,North America,USA,Connecticut,New Haven County,Bethany,NA,NA
1432,North America,USA,Connecticut,Fairfield County,Newtown,NA,NA
1433,North America,USA,Connecticut,New Haven County,West Haven,NA,NA
1434,North America,USA,Connecticut,Middlesex County,Woodbridge,NA,NA
1435,North America,USA,Connecticut,New Haven County,Hamden,NA,NA
1436,North America,USA,Connecticut,New Haven County,Seymor,NA,NA
1437,North America,USA,Connecticut,New Haven County,North Haven,NA,NA
1438,North America,USA,Connecticut,New Haven County,East Haven,NA,NA
1439,North America,USA,Connecticut,New Haven County,North Branford,NA,NA
1440,Asia,China,Zhejiang,Shaoxing,Keqiao,NA,NA
1441,Asia,China,Zhejiang,Keqiao,NA,NA,NA
1442,Asia,China,Zhejiang,Yuecheng,NA,NA,NA
1443,Asia,China,Zhejiang,Shangyu,NA,NA,NA
1444,Europe,Cyprus,NA,NA,NA,NA,NA
1445,North America,USA,Washington,Cowlitz County,NA,NA,NA
1446,North America,USA,Washington,Douglas County,NA,NA,NA
1447,North America,USA,Washington,Spokane County,NA,NA,NA
1448,North America,USA,California,Monterey County,NA,NA,NA
1449,Europe,Bosnia and Herzegovina,Tuzla,NA,NA,NA,NA
1450,North America,Canada,Ontario,Toronto,NA,NA,NA
1451,Africa,South Africa,Western Cape,Cape Town Metro,NA,NA,NA
1452,Europe,Belgium,Brugelette,NA,NA,NA,NA
1453,Europe,Belgium,Vloesberg,NA,NA,NA,NA
1454,Europe,Belgium,Hannut,NA,NA,NA,NA
1455,Europe,Belgium,Rebecq,NA,NA,NA,NA
1456,Europe,Belgium,Blanden,NA,NA,NA,NA
1457,Europe,Belgium,Buissenal,NA,NA,NA,NA
1458,Europe,Belgium,Monceau-sur-sambre,NA,NA,NA,NA
1459,Europe,Belgium,Brunehaut,NA,NA,NA,NA
1460,Europe,Belgium,Kortenberg,NA,NA,NA,NA
1461,Europe,Belgium,Lillois-witterzee,NA,NA,NA,NA
1462,Asia,Bangladesh,Dhaka,Dhaka,Agargaon,NA,NA
1463,Asia,Bangladesh,Dhaka,Dhaka,Mohammadpur,NA,NA
1464,Asia,Bangladesh,Dhaka,Dhaka,Gulshan,NA,NA
1465,Europe,Switzerland,Solothurn,NA,NA,NA,NA
1466,Europe,Spain,Canary Islands,Las Palmas,NA,NA,NA
1467,Europe,Switzerland,Zug,NA,NA,NA,NA
1468,Europe,Spain,Balearic Islands,Palma,NA,NA,NA
1469,Europe,Spain,Balearic Islands,Manacor,NA,NA,NA
1470,Europe,Spain,Andalusia,Tarifa,NA,NA,NA
1471,Europe,Spain,Andalusia,Cordoba,NA,NA,NA
1472,Europe,Spain,Andalusia,Rio San Pedro,NA,NA,NA
1473,Europe,Spain,Andalusia,Granada,NA,NA,NA
1474,Europe,Spain,Balearic Islands,Marrachi,NA,NA,NA
1475,Europe,Spain,Madrid,Ambite,NA,NA,NA
1476,Europe,Spain,Madrid,Campo Real,NA,NA,NA
1477,Europe,Spain,Andalusia,Valderrubio,NA,NA,NA
1478,Europe,Spain,Andalusia,Santa Fe,NA,NA,NA
1479,Europe,Spain,Madrid,Rivas-Vaciamadrid,NA,NA,NA
1480,Europe,Spain,Madrid,Valdaracete,NA,NA,NA
1481,Europe,Spain,Madrid,LeganA(c)s,NA,NA,NA
1482,Europe,Spain,Galicia,Boiro,NA,NA,NA
1483,Europe,Spain,Galicia,Lalin,NA,NA,NA
1484,Europe,Spain,Galicia,Ames,NA,NA,NA
1485,Europe,Spain,Galicia,Rianjo,NA,NA,NA
1486,Europe,Spain,Galicia,Riveira,NA,NA,NA
1487,Europe,Spain,Galicia,Santiago de Compostela,NA,NA,NA
1488,Europe,Spain,Galicia,Oroso,NA,NA,NA
1489,Europe,Spain,Galicia,Valga,NA,NA,NA
1490,Europe,Spain,Galicia,Teo,NA,NA,NA
1491,Europe,Spain,Galicia,Santa Comba,NA,NA,NA
1492,Europe,Spain,Galicia,Negreira,NA,NA,NA
1493,Europe,Spain,Galicia,La Estrada,NA,NA,NA
1494,Europe,Spain,Galicia,Noya,NA,NA,NA
1495,Europe,Spain,Galicia,Muros,NA,NA,NA
1496,Europe,Spain,Galicia,Boqueijon,NA,NA,NA
1497,Europe,Spain,Galicia,Padron,NA,NA,NA
1498,South America,Brazil,Rio de Janeiro,Queimados,NA,NA,NA
1499,Asia,India,Gujarat,Kalol,NA,NA,NA
1500,Asia,India,Gujarat,Kadi,NA,NA,NA
1501,North America,USA,Missouri,St. Louis,NA,NA,NA
1502,Asia,Indonesia,East Kalimantan,Samarinda,NA,NA,NA
1503,Asia,Indonesia,North Sulawesi,Manado,NA,NA,NA
1504,Asia,China,Harbin,NA,NA,NA,NA
1505,Africa,South Africa,KwaZulu-Natal,Overport,NA,NA,NA
1506,Africa,South Africa,KwaZulu-Natal,Berea,NA,NA,NA
1507,Africa,South Africa,KwaZulu-Natal,Morningside,NA,NA,NA
1508,Africa,South Africa,KwaZulu-Natal,Stanger,NA,NA,NA
1509,Africa,South Africa,KwaZulu-Natal,Umbilo,NA,NA,NA
1510,North America,USA,Tennessee,NA,NA,NA,NA
1511,Asia,Mongolia,NA,NA,NA,NA,NA
1512,North America,USA,New York,New York City,Bronx,NA,NA
1513,Europe,Romania,Teleorman,NA,NA,NA,NA
1514,North America,USA,Oklahoma,NA,NA,NA,NA
1515,North America,USA,California,Ventura County,NA,NA,NA
1516,Europe,Romania,Suceava,NA,NA,NA,NA
1517,South America,Brazil,Sao Paulo,Sao Bernardo do Campo,NA,NA,NA
1518,South America,Brazil,Sao Paulo,Caieiras,NA,NA,NA
1519,North America,USA,California,Contra Costa County,NA,NA,NA
1520,South America,Brazil,Sao Paulo,Diadema,NA,NA,NA
1521,South America,Brazil,Sao Paulo,Hortolandia,NA,NA,NA
1522,South America,Brazil,Sao Paulo,Maua,NA,NA,NA
1523,Europe,Spain,Galicia,A Coruna,NA,NA,NA
1524,Europe,Spain,Galicia,ACoruna,NA,NA,NA
1525,Europe,Romania,Mioveni,NA,NA,NA,NA
1526,Asia,Bangladesh,Dhaka,Tangail,NA,NA,NA
1527,Europe,Spain,Galicia,Acoruna,NA,NA,NA
1528,North America,USA,Oregon,Marion County,NA,NA,NA
1529,Asia,Pakistan,Islamabad,NA,NA,NA,NA
1530,Asia,Pakistan,Rawalpindi,NA,NA,NA,NA
1531,Europe,Italy,Apulia,Lecce,NA,NA,NA
1532,Europe,Spain,Aragon,Zaragoza,NA,NA,NA
1533,Europe,Spain,Balearic Islands,Ibiza,NA,NA,NA
1534,Europe,Spain,Balearic Islands,Palma de Mallorca,NA,NA,NA
1535,Europe,Spain,Balearic Islands,Lluchmayor,NA,NA,NA
1536,Europe,Spain,Aragon,Teruel,NA,NA,NA
1537,Europe,Italy,Apulia,Taranto,NA,NA,NA
1538,Europe,Italy,Apulia,Brindisi,NA,NA,NA
1539,Europe,Spain,Balearic Islands,Alcudia,NA,NA,NA
1540,Europe,Spain,Balearic Islands,Santa Maria del Camino,NA,NA,NA
1541,Europe,Spain,Aragon,Alcaniz,NA,NA,NA
1542,Europe,Spain,Balearic Islands,Son Servera,NA,NA,NA
1543,Europe,Spain,Balearic Islands,Muro,NA,NA,NA
1544,Europe,Spain,Balearic Islands,Llubi,NA,NA,NA
1545,North America,USA,Connecticut,Fairfield County,Bridgeport,NA,NA
1546,North America,USA,Connecticut,New Haven County,Milford,NA,NA
1547,North America,USA,Connecticut,New Haven County,Waterbury,NA,NA
1548,North America,USA,Connecticut,Fairfield County,Shelton,NA,NA
1549,North America,USA,Connecticut,Fairfield County,Stratford,NA,NA
1550,North America,USA,Connecticut,Tolland County,Mount-Vernon,NA,NA
1551,North America,USA,Connecticut,Fairfield County,Trumbull,NA,NA
1552,North America,USA,Louisiana,New Orleans,St. Tammany Parish,NA,NA
1553,North America,USA,Louisiana,New Orleans,Jefferson Parish,NA,NA
1554,North America,USA,Louisiana,New Orleans,St. James Parish,NA,NA
1555,North America,USA,Louisiana,New Orleans,St. John The Baptist Parish,NA,NA
1556,North America,USA,Louisiana,New Orleans,Lafourche Parish,NA,NA
1557,North America,USA,Louisiana,New Orleans,St. Bernard Parish,NA,NA
1558,North America,USA,Louisiana,New Orleans,Livingston Parish,NA,NA
1559,North America,USA,Louisiana,New Orleans,St. Charles Parish,NA,NA
1560,Europe,Spain,Basque Country,Donostia-San_Sebastian,NA,NA,NA
1561,South America,Chile,Atacama,Huasco,Freirina,NA,NA
1562,South America,Chile,Atacama,Copiapo,NA,NA,NA
1563,Asia,India,Gujarat,Dhanera,NA,NA,NA
1564,Asia,India,Gujarat,Nadiad,NA,NA,NA
1565,Asia,India,Gujarat,Kapadvanj,NA,NA,NA
1566,Asia,India,Gujarat,Mahemdavad,NA,NA,NA
1567,South America,Brazil,Santa Catarina,NA,NA,NA,NA
1568,South America,Brazil,Mato Grosso,NA,NA,NA,NA
1569,South America,Brazil,Piaui,NA,NA,NA,NA
1570,South America,Brazil,Amazonas,NA,NA,NA,NA
1571,South America,Brazil,Parana,NA,NA,NA,NA
1572,South America,Brazil,Ceara,NA,NA,NA,NA
1573,South America,Brazil,Pernambuco,NA,NA,NA,NA
1574,Africa,Egypt,Cairo,NA,NA,NA,NA
1575,Asia,Bangladesh,Rangpur,NA,NA,NA,NA
1576,Africa,Gambia,Kombo,NA,NA,NA,NA
1577,South America,Ecuador,Los Rios,Babahoyo,NA,NA,NA
1578,Africa,South Africa,North West,NA,NA,NA,NA
1579,North America,USA,Minnesota,Wabasha County,NA,NA,NA
1580,Africa,Democratic Republic of the Congo,Haut-Katanga,NA,NA,NA,NA
1581,Europe,Romania,Vrancea,Focsani,NA,NA,NA
1582,Europe,Romania,Valcea,NA,NA,NA,NA
1583,Europe,Romania,Suceava,Iasi,NA,NA,NA
1584,Europe,Czech Republic,Litomerice-Brnay,NA,NA,NA,NA
1585,Europe,Czech Republic,Melnik,NA,NA,NA,NA
1586,Europe,Czech Republic,Vysocina,Kynice,NA,NA,NA
1587,Europe,Czech Republic,Jihlava,NA,NA,NA,NA
1588,South America,Brazil,Sao Paulo,Mogi das Cruzes,NA,NA,NA
1589,South America,Brazil,Sao Paulo,Presidente Venceslau,NA,NA,NA
1590,South America,Brazil,Sao Paulo,Osasco,NA,NA,NA
1591,South America,Brazil,Sao Paulo,Barueri,NA,NA,NA
1592,South America,Brazil,Sao Paulo,Itapecerica da Serra,NA,NA,NA
1593,Asia,Israel,Kefar Sava,NA,NA,NA,NA
1594,Asia,Israel,Yehud,NA,NA,NA,NA
1595,Asia,Israel,Elkana,NA,NA,NA,NA
1596,Asia,Israel,Gedera,NA,NA,NA,NA
1597,Asia,Israel,Yavne,NA,NA,NA,NA
1598,Asia,Israel,Pardesia,NA,NA,NA,NA
1599,Asia,Israel,Zefat,NA,NA,NA,NA
1600,Asia,Israel,Tel-Aviv,NA,NA,NA,NA
1601,Asia,Israel,Ramla,NA,NA,NA,NA
1602,Asia,Israel,Haifa,NA,NA,NA,NA
1603,Asia,Israel,Netanya,NA,NA,NA,NA
1604,Asia,Israel,Hukuk,NA,NA,NA,NA
1605,Asia,Israel,Raanana,NA,NA,NA,NA
1606,Asia,Israel,Shoam,NA,NA,NA,NA
1607,Asia,Israel,Petah-Tikva,NA,NA,NA,NA
1608,Asia,Israel,Kfar-Habad,NA,NA,NA,NA
1609,Asia,Israel,Kiryat Ono,NA,NA,NA,NA
1610,Asia,Israel,Elad,NA,NA,NA,NA
1611,Europe,Spain,Andalusia,Guadix,NA,NA,NA
1612,Europe,Spain,Andalusia,Alcala la Real,NA,NA,NA
1613,Europe,Spain,Andalusia,Pinos Puente,NA,NA,NA
1614,Europe,Spain,Andalusia,Cortijos Nuevos,NA,NA,NA
1615,Europe,Spain,Andalusia,Otura,NA,NA,NA
1616,Europe,Spain,Murcia,Murcia,NA,NA,NA
1617,Europe,Spain,Andalusia,Jun,NA,NA,NA
1618,Europe,Spain,Andalusia,Ubeda,NA,NA,NA
1619,Europe,Spain,Andalusia,Atarfe,NA,NA,NA
1620,Europe,Spain,Andalusia,Churriana de la Vega,NA,NA,NA
1621,Europe,Spain,Andalusia,Pulianas,NA,NA,NA
1622,Europe,Spain,Galicia,El Rosal,NA,NA,NA
1623,Europe,Spain,Andalusia,Guevejar,NA,NA,NA
1624,Europe,Spain,Andalusia,Alamedilla,NA,NA,NA
1625,Europe,Spain,Andalusia,Huetor Santillan,NA,NA,NA
1626,Europe,Spain,Andalusia,Maracena,NA,NA,NA
1627,Europe,Spain,Andalusia,Fonelas,NA,NA,NA
1628,Europe,Spain,Andalusia,Zujar,NA,NA,NA
1629,Europe,Spain,Castilla-La Mancha,Albacete,NA,NA,NA
1630,Europe,Spain,Andalusia,Iznalloz,NA,NA,NA
1631,Europe,Spain,Andalusia,Frailes,NA,NA,NA
1632,Asia,Israel,Beni-Brak,NA,NA,NA,NA
1633,Europe,Spain,Castilla-La Mancha,Hellin,NA,NA,NA
1634,Europe,Spain,Castilla-La Mancha,Almansa,NA,NA,NA
1635,Europe,Spain,Castilla-La Mancha,Villarrobledo,NA,NA,NA
1636,Europe,Spain,Andalusia,Albolote,NA,NA,NA
1637,Europe,Spain,Castilla-La Mancha,Villanueva de la Jara,NA,NA,NA
1638,Europe,Spain,Castilla-La Mancha,Cuenca,NA,NA,NA
1639,Europe,Spain,Castilla-La Mancha,Socuellamos,NA,NA,NA
1640,Europe,Spain,Castilla-La Mancha,Ayna,NA,NA,NA
1641,Europe,Spain,Castilla-La Mancha,Madrigueras,NA,NA,NA
1642,Europe,Spain,Castilla-La Mancha,Lezuza,NA,NA,NA
1643,Europe,Spain,Castilla-La Mancha,Mingogil,NA,NA,NA
1644,Europe,Spain,Castilla-La Mancha,Riopar,NA,NA,NA
1645,Europe,Spain,Andalusia,Vegas del Genil,NA,NA,NA
1646,Europe,Spain,Castilla-La Mancha,Tobarra,NA,NA,NA
1647,Europe,Spain,Castilla-La Mancha,Tazona,NA,NA,NA
1648,Europe,Spain,Andalusia,Castril,NA,NA,NA
1649,Europe,Spain,Andalusia,Ogijares,NA,NA,NA
1650,Asia,Israel,Bat-Yam,NA,NA,NA,NA
1651,Europe,Sweden,Jamtland Harjedalen,NA,NA,NA,NA
1652,Asia,Israel,Holon,NA,NA,NA,NA
1653,Asia,Israel,Ashdod,NA,NA,NA,NA
1654,Asia,Israel,Jerusalem,NA,NA,NA,NA
1655,Asia,Israel,Tveria,NA,NA,NA,NA
1656,Asia,Israel,Beit Shemesh,NA,NA,NA,NA
1657,Asia,Israel,Maalot-Tarshicha,NA,NA,NA,NA
1658,Asia,Israel,Gani Tikva,NA,NA,NA,NA
1659,Europe,Spain,Castilla-La Mancha,Balazote,NA,NA,NA
1660,Asia,Israel,Tirat Zvi,NA,NA,NA,NA
1661,Asia,Israel,Netivot,NA,NA,NA,NA
1662,Asia,Israel,Kiryat-Gat,NA,NA,NA,NA
1663,Europe,Spain,Castilla-La Mancha,San Clemente,NA,NA,NA
1664,Asia,India,Gujarat,Savli,NA,NA,NA
1665,Asia,India,Gujarat,Bharuch,NA,NA,NA
1666,Asia,India,Gujarat,Bhuj,NA,NA,NA
1667,Asia,India,Gujarat,Mandvi,NA,NA,NA
1668,Asia,India,Gujarat,Palanpur,NA,NA,NA
1669,Asia,India,Gujarat,Kheda,NA,NA,NA
1670,Asia,Bangladesh,Khulna,Bagerhat,NA,NA,NA
1671,Asia,Bangladesh,Khulna,Narail,Kalia Upazila,NA,NA
1672,Europe,Austria,Losenstein,NA,NA,NA,NA
1673,Europe,Czech Republic,Hranice na Morave,Prostejov,NA,NA,NA
1674,South America,Brazil,Sergipe,NA,NA,NA,NA
1675,Europe,Austria,Mayrhofen,NA,NA,NA,NA
1676,North America,USA,Connecticut,Fairfield County,Riverside,NA,NA
1677,North America,USA,Connecticut,Fairfield County,Greenwich,NA,NA
1678,North America,USA,Connecticut,New Haven County,Beacon Falls,NA,NA
1679,North America,USA,Connecticut,New Haven County,Cheshire,NA,NA
1680,North America,USA,New York,New Rochelle,NA,NA,NA
1681,North America,USA,Connecticut,Hartford County,Bristol,NA,NA
1682,Europe,Hungary,Debrecen,NA,NA,NA,NA
1683,Europe,Hungary,Csongrad County,NA,NA,NA,NA
1684,South America,Brazil,Bahia,NA,NA,NA,NA
1685,Europe,Austria,Altenhof am Hausruck,NA,NA,NA,NA
1686,Europe,Austria,Lower Austria,NA,NA,NA,NA
1687,North America,USA,Connecticut,Hartford County,Manchester,NA,NA
1688,North America,USA,Connecticut,Hartford County,Glastonbury,NA,NA
1689,South America,Brazil,Rio Grande do Norte,NA,NA,NA,NA
1690,North America,USA,Connecticut,Fairfield County,Prospect,NA,NA
1691,Europe,Hungary,J\u00e1sz-Nagykun-Szolnok county,NA,NA,NA,NA
1692,South America,Venezuela,NA,NA,NA,NA,NA
1693,South America,Brazil,Mato Grosso do Sul,NA,NA,NA,NA
1694,Europe,Austria,Thaur,NA,NA,NA,NA
1695,Europe,Austria,Vorarlberg,NA,NA,NA,NA
1696,Europe,Hungary,Heves county,NA,NA,NA,NA
1697,Europe,Hungary,Borsod-Abauj-Zemplen County,NA,NA,NA,NA
1698,South America,Argentina,Buenos Aires,Lomas de Zamora,NA,NA,NA
1699,Europe,Sweden,Sodermanland,NA,NA,NA,NA
1700,Europe,Germany,North Rhine-Westphalia,NA,NA,NA,NA
1701,South America,Argentina,Tucuman,NA,NA,NA,NA
1702,Europe,Greece,Thessaloniki,NA,NA,NA,NA
1703,Africa,Benin,Oueme,NA,NA,NA,NA
1704,Africa,Benin,Cotonou,NA,NA,NA,NA
1705,North America,USA,South Carolina,Richland County,NA,NA,NA
1706,Asia,India,Gujarat,Choryasi,NA,NA,NA
1707,Asia,India,Gujarat,Bardoli,NA,NA,NA
1708,Europe,Belgium,Landen,NA,NA,NA,NA
1709,Europe,Belgium,Strepy-Bracquegnies,NA,NA,NA,NA
1710,Europe,Belgium,Molenbeek-Saint-Jean,NA,NA,NA,NA
1711,Europe,Belgium,Steenokkerzeel,NA,NA,NA,NA
1712,Europe,Belgium,Froyennes,NA,NA,NA,NA
1713,Europe,Belgium,Haasrode,NA,NA,NA,NA
1714,Europe,Belgium,Harchies,NA,NA,NA,NA
1715,Europe,Belgium,Peer,NA,NA,NA,NA
1716,Europe,Belgium,Heusden-Zolder,NA,NA,NA,NA
1717,Europe,Belgium,Naast,NA,NA,NA,NA
1718,Europe,Belgium,Diest,NA,NA,NA,NA
1719,Europe,Belgium,Kampenhout,NA,NA,NA,NA
1720,Europe,Belgium,Chercq,NA,NA,NA,NA
1721,Europe,Belgium,Halle,NA,NA,NA,NA
1722,Europe,Belgium,Ixelles,NA,NA,NA,NA
1723,Europe,Belgium,Maurage,NA,NA,NA,NA
1724,Europe,Belgium,Braffe,NA,NA,NA,NA
1725,Europe,Belgium,Braine-le-Comte,NA,NA,NA,NA
1726,Europe,Belgium,Tournai,NA,NA,NA,NA
1727,Europe,Belgium,Halen,NA,NA,NA,NA
1728,Europe,Belgium,Veerle,NA,NA,NA,NA
1729,Europe,Belgium,Ecaussinnes,NA,NA,NA,NA
1730,Europe,Hungary,Szabolcs-Szatmar-Bereg County,NA,NA,NA,NA
1731,Europe,Belgium,Nossegem,NA,NA,NA,NA
1732,Europe,Belgium,Kersbeek-miskom,NA,NA,NA,NA
1733,Europe,Belgium,P\u00e9ruwelz,NA,NA,NA,NA
1734,Europe,Belgium,Luingne,NA,NA,NA,NA
1735,Europe,Belgium,Neufvilles,NA,NA,NA,NA
1736,Europe,Belgium,Duisberg,NA,NA,NA,NA
1737,Europe,Belgium,Beverlo,NA,NA,NA,NA
1738,Europe,Belgium,Flines-Les-Morta,NA,NA,NA,NA
1739,Europe,Germany,Mecklenburg-Western Pomerania,NA,NA,NA,NA
1740,Europe,Hungary,B\u00e9k\u00e9s County,NA,NA,NA,NA
1741,Europe,Hungary,Bacs-Kiskun County,NA,NA,NA,NA
1742,Europe,Italy,Campania,Naples,NA,NA,NA
1743,Asia,Japan,Hokkaido,NA,NA,NA,NA
1744,Asia,Japan,Kansai,NA,NA,NA,NA
1745,Asia,Japan,HokurikuShinsyu,NA,NA,NA,NA
1746,Asia,Japan,Kyusyu,NA,NA,NA,NA
1747,Asia,Japan,Chubu,NA,NA,NA,NA
1748,Asia,Japan,Chushikoku,NA,NA,NA,NA
1749,Europe,Bulgaria,Sofia,NA,NA,NA,NA
1750,North America,Costa Rica,Alajuela,NA,NA,NA,NA
1751,North America,Costa Rica,Heredia,NA,NA,NA,NA
1752,Europe,Bulgaria,Pleven,NA,NA,NA,NA
1753,North America,USA,Florida,Miami-Dade County,Miami,NA,NA
1754,Asia,Japan,Tohoku,NA,NA,NA,NA
1755,South America,Uruguay,Maldonado,NA,NA,NA,NA
1756,Europe,Bulgaria,Smolyan,NA,NA,NA,NA
1757,Europe,Bulgaria,Kyustendil,NA,NA,NA,NA
1758,Europe,Bulgaria,Vidin,NA,NA,NA,NA
1759,Europe,Bulgaria,Dupnitza,NA,NA,NA,NA
1760,Europe,Bulgaria,Pazardzhik,NA,NA,NA,NA
1761,Europe,Bulgaria,Blagoevgrad,NA,NA,NA,NA
1762,North America,USA,Wisconsin,Jefferson County,NA,NA,NA
1763,South America,Uruguay,Rivera,NA,NA,NA,NA
1764,Europe,Spain,Madrid,Parla,NA,NA,NA
1765,Africa,Senegal,Dakar,Pikine,NA,NA,NA
1766,Africa,Senegal,Dakar,Guediawaye,NA,NA,NA
1767,Europe,Russia,NA,NA,NA,NA,NA
1768,Africa,Senegal,Kolda,Velingara,NA,NA,NA
1769,Europe,Spain,Madrid,Arganda del Rey,NA,NA,NA
1770,Europe,Spain,Madrid,Alcala de Henares,NA,NA,NA
1771,Africa,Senegal,Dakar,Yeumbeul,NA,NA,NA
1772,Asia,Bangladesh,Dhaka,Dhaka,Kadamtali,NA,NA
1773,Asia,Bangladesh,Rajshahi,NA,NA,NA,NA
1774,Asia,Bangladesh,Dhaka,Dhaka,Tejgaon,NA,NA
