"country","code","population_size","world_bank_economies","pct_cases_sequenced_in_last_year","sequences_per_100k_last_year","sars_cov_2_binary"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.23,10.016,"Does not meet sequencing target"
"Haiti","HTI",NaN,"Low income",0.87,0.734,"Does not meet sequencing target"
"Honduras","HND",9905000,"Lower middle income",0.08,0.604,"Does not meet sequencing target"
"Hong Kong SAR, China","HKG",7497000,"High income",0.37,93.993,"Does not meet sequencing target"
"Hungary","HUN",9660000,"High income",0.01,1.214,"Does not meet sequencing target"
"Iceland","ISL",341000,"High income",0.95,490.476,"Meets sequencing target"
"India","IND",1380004000,"Lower middle income",1.15,8.409,"Does not meet sequencing target"
"Indonesia","IDN",273524000,"Upper middle income",1.2,9.763,"Does not meet sequencing target"
"Iran","IRN",83993000,"Upper middle income",0.12,2.213,"Does not meet sequencing target"
"Iraq","IRQ",40223000,"Upper middle income",0.15,1.387,"Does not meet sequencing target"
"Ireland","IRL",4938000,"High income",3.95,966.155,"Meets sequencing target"
"Isle of Man","IMN",NaN,"High income",0,0,"Does not meet sequencing target"
"Israel","ISR",8656000,"High income",3.31,1176.347,"Meets sequencing target"
"Italy","ITA",60462000,"High income",0.41,130.766,"Does not meet sequencing target"
"Ivory Coast","CIV",26378000,"Lower middle income",0.32,0.305,"Does not meet sequencing target"
"Jamaica","JAM",2961000,"Upper middle income",3.07,68.296,"Meets sequencing target"
"Japan","JPN",126476000,"High income",1.28,212.05,"Meets sequencing target"
"Jordan","JOR",10203000,"Upper middle income",0.04,2.853,"Does not meet sequencing target"
"Kazakhstan","KAZ",18777000,"Upper middle income",0.17,4.083,"Does not meet sequencing target"
"Kenya","KEN",53771000,"Lower middle income",5.35,8.498,"Does not meet sequencing target"
"Kiribati","KIR",NaN,"Lower middle income",3.96,103.629,"Meets sequencing target"
"Kuwait","KWT",4271000,"High income",0.17,10.213,"Does not meet sequencing target"
"Kyrgyzstan","KGZ",6524000,"Lower middle income",0.34,1.297,"Does not meet sequencing target"
"Laos","LAO",NaN,"Lower middle income",0.26,6.096,"Does not meet sequencing target"
"Latvia","LVA",1886000,"High income",1.1,435.468,"Meets sequencing target"
"Lebanon","LBN",6825000,"Upper middle income",0.1,10.201,"Does not meet sequencing target"
"Lesotho","LSO",2142000,"Lower middle income",0.93,5.161,"Does not meet sequencing target"
"Liberia","LBR",5058000,"Low income",1.51,0.622,"Does not meet sequencing target"
"Libya","LBY",6871000,"Upper middle income",0.02,0.514,"Does not meet sequencing target"
"Liechtenstein","LIE",NaN,"High income",9.36,4032.524,"Meets sequencing target"
"Lithuania","LTU",2722000,"High income",1.89,586.933,"Meets sequencing target"
"Luxembourg","LUX",626000,"High income",14.32,4875.07,"Meets sequencing target"
"Macao SAR, China","MAC",NaN,"High income",0.14,0.144,"Does not meet sequencing target"
"Madagascar","MDG",27691000,"Low income",0.35,0.274,"Does not meet sequencing target"
"Malawi","MWI",19130000,"Low income",0.86,1.103,"Does not meet sequencing target"
"Malaysia","MYS",32366000,"Upper middle income",0.96,68.292,"Meets sequencing target"
"Maldives","MDV",541000,"Upper middle income",0.72,134.785,"Meets sequencing target"
"Mali","MLI",20251000,"Low income",0.63,0.46,"Does not meet sequencing target"
"Malta","MLT",442000,"High income",0.64,92.632,"Meets sequencing target"
"Marshall Islands","MHL",NaN,"Upper middle income",0.15,55.298,"Does not meet sequencing target"
"Mauritania","MRT",4650000,"Lower middle income",0.03,0.169,"Does not meet sequencing target"
"Mauritius","MUS",1272000,"High income",1.62,301.89,"Meets sequencing target"
"Mexico","MEX",128933000,"Upper middle income",1.14,29.619,"Meets sequencing target"
"Micronesia","FSM",NaN,"Lower middle income",0,0,"Does not meet sequencing target"
"Moldova","MDA",4034000,"Lower middle income",0.21,16.621,"Does not meet sequencing target"
"Monaco","MCO",NaN,"High income",0.17,54.808,"Does not meet sequencing target"
"Mongolia","MNG",NaN,"Lower middle income",0.16,18.009,"Does not meet sequencing target"
"Montenegro","MNE",628000,"Upper middle income",0.43,95.362,"Does not meet sequencing target"
"Montserrat","MSR",NaN,"No income data",0.95,294.584,"Meets sequencing target"
"Morocco","MAR",36911000,"Lower middle income",0.3,2.563,"Does not meet sequencing target"
"Mozambique","MOZ",31255000,"Low income",0.47,1.119,"Does not meet sequencing target"
"Myanmar","MMR",54410000,"Lower middle income",0.05,0.111,"Does not meet sequencing target"
"Namibia","NAM",2541000,"Upper middle income",1.42,23.373,"Meets sequencing target"
"Nauru","NRU",NaN,"High income",0,0,"Does not meet sequencing target"
"Nepal","NPL",29137000,"Lower middle income",0.77,4.707,"Does not meet sequencing target"
"Netherlands","NLD",17135000,"High income",1.1,398.001,"Meets sequencing target"
"New Caledonia","NCL",285000,"High income",0.01,3.104,"Does not meet sequencing target"
"New Zealand","NZL",4822000,"High income",1.1,392.36,"Meets sequencing target"
"Nicaragua","NIC",NaN,"Lower middle income",8.22,2.72,"Does not meet sequencing target"
"Niger","NER",24207000,"Low income",4.35,0.507,"Does not meet sequencing target"
"Nigeria","NGA",206140000,"Lower middle income",6.13,1.517,"Does not meet sequencing target"
"North Korea","PRK",NaN,"Low income",0,NaN,"Does not meet sequencing target"
"North Macedonia","MKD",2083000,"Upper middle income",0.15,10.269,"Does not meet sequencing target"
"Norway","NOR",5421000,"High income",3.01,695.431,"Meets sequencing target"
"Oman","OMN",5107000,"High income",0.11,2.207,"Does not meet sequencing target"
"Pakistan","PAK",220892000,"Lower middle income",0.86,1.098,"Does not meet sequencing target"
"Palau","PLW",NaN,"High income",0.64,193.541,"Meets sequencing target"
"Palestine","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"Palestine","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"Palestine","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"Palestine","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"Palestine","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"Palestine","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"Palestine","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"Palestine","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
